split,class_label,record_id,chunk_id,chunk_file,sample_rate,window_sec,window_samples,start_sample,end_sample,original_split,original_chunk_file,source_mem_file,dataset_source,source_db,record_total_samples,settling_skip_samples,dropped_tail_samples,balanced_index,notes,start_sec,end_sec,native_fs,beat_count,normal_beat_count,abnormal_beat_count,abnormal_beat_ratio,rbbb_count,pvc_count,pac_sv_count,fusion_paced_unknown_count,afib_afl_overlap_sec,afib_afl_ratio,rhythm_labels,annotation_symbols,annotation_valid,annotation_weak,exclusion_reason,beat_annotation_file,rhythm_annotation_file
train,CHF,chf15,2200,train/CHF/chf15/chf15_w02200.mem,1000,30,30000,66002000,66031999,val,val/CHF/chf15/chf15_w02200.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3297,,66002.000,66032.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
val,CHF,chf15,2210,val/CHF/chf15/chf15_w02210.mem,1000,30,30000,66302000,66331999,val,val/CHF/chf15/chf15_w02210.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3298,,66302.000,66332.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,CHF,chf15,2221,train/CHF/chf15/chf15_w02221.mem,1000,30,30000,66632000,66661999,val,val/CHF/chf15/chf15_w02221.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3299,,66632.000,66662.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
test,CHF,chf15,2231,test/CHF/chf15/chf15_w02231.mem,1000,30,30000,66932000,66961999,val,val/CHF/chf15/chf15_w02231.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3300,,66932.000,66962.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,CHF,chf15,2241,train/CHF/chf15/chf15_w02241.mem,1000,30,30000,67232000,67261999,val,val/CHF/chf15/chf15_w02241.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3301,,67232.000,67262.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
val,CHF,chf15,2251,val/CHF/chf15/chf15_w02251.mem,1000,30,30000,67532000,67561999,val,val/CHF/chf15/chf15_w02251.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3302,,67532.000,67562.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,CHF,chf15,2261,train/CHF/chf15/chf15_w02261.mem,1000,30,30000,67832000,67861999,val,val/CHF/chf15/chf15_w02261.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3303,,67832.000,67862.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
test,CHF,chf15,2271,test/CHF/chf15/chf15_w02271.mem,1000,30,30000,68132000,68161999,val,val/CHF/chf15/chf15_w02271.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3304,,68132.000,68162.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,CHF,chf15,2282,train/CHF/chf15/chf15_w02282.mem,1000,30,30000,68462000,68491999,val,val/CHF/chf15/chf15_w02282.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3305,,68462.000,68492.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
val,CHF,chf15,2292,val/CHF/chf15/chf15_w02292.mem,1000,30,30000,68762000,68791999,val,val/CHF/chf15/chf15_w02292.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3306,,68762.000,68792.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,CHF,chf15,2302,train/CHF/chf15/chf15_w02302.mem,1000,30,30000,69062000,69091999,val,val/CHF/chf15/chf15_w02302.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3307,,69062.000,69092.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
test,CHF,chf15,2312,test/CHF/chf15/chf15_w02312.mem,1000,30,30000,69362000,69391999,val,val/CHF/chf15/chf15_w02312.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3308,,69362.000,69392.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,CHF,chf15,2322,train/CHF/chf15/chf15_w02322.mem,1000,30,30000,69662000,69691999,val,val/CHF/chf15/chf15_w02322.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3309,,69662.000,69692.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
val,CHF,chf15,2332,val/CHF/chf15/chf15_w02332.mem,1000,30,30000,69962000,69991999,val,val/CHF/chf15/chf15_w02332.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3310,,69962.000,69992.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,CHF,chf15,2343,train/CHF/chf15/chf15_w02343.mem,1000,30,30000,70292000,70321999,val,val/CHF/chf15/chf15_w02343.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3311,,70292.000,70322.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
test,CHF,chf15,2353,test/CHF/chf15/chf15_w02353.mem,1000,30,30000,70592000,70621999,val,val/CHF/chf15/chf15_w02353.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3312,,70592.000,70622.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,CHF,chf15,2363,train/CHF/chf15/chf15_w02363.mem,1000,30,30000,70892000,70921999,val,val/CHF/chf15/chf15_w02363.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3313,,70892.000,70922.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
val,CHF,chf15,2373,val/CHF/chf15/chf15_w02373.mem,1000,30,30000,71192000,71221999,val,val/CHF/chf15/chf15_w02373.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3314,,71192.000,71222.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,CHF,chf15,2383,train/CHF/chf15/chf15_w02383.mem,1000,30,30000,71492000,71521999,val,val/CHF/chf15/chf15_w02383.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3315,,71492.000,71522.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
test,CHF,chf15,2393,test/CHF/chf15/chf15_w02393.mem,1000,30,30000,71792000,71821999,val,val/CHF/chf15/chf15_w02393.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe\val\CHF\chf15.mem,fullrec_afe,chfdb,71973772,2000,1772,3316,,71792.000,71822.000,250.0,0,0,0,0.000000,0,0,0,0,0.000,0.000000,,,0,0,low_beat_count,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\chfdb\1.0.0\chf15.ecg
train,ARR,100,0,train/ARR/100/100_w00000.mem,1000,30,30000,2000,31999,train,train/ARR/100/100_w00000.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,0,,2.000,32.000,360.0,37,36,1,0.027027,0,0,1,0,0.000,0.000000,(N:30.0,N:36;A:1,0,1,arr_weak_single_abnormal_beat,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
val,ARR,100,1,val/ARR/100/100_w00001.mem,1000,30,30000,32000,61999,train,train/ARR/100/100_w00001.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,1,,32.000,62.000,360.0,36,36,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:36,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
train,ARR,100,2,train/ARR/100/100_w00002.mem,1000,30,30000,62000,91999,train,train/ARR/100/100_w00002.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,2,,62.000,92.000,360.0,37,37,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:37,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
test,ARR,100,3,test/ARR/100/100_w00003.mem,1000,30,30000,92000,121999,train,train/ARR/100/100_w00003.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,3,,92.000,122.000,360.0,38,38,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:38,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
train,ARR,100,4,train/ARR/100/100_w00004.mem,1000,30,30000,122000,151999,train,train/ARR/100/100_w00004.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,4,,122.000,152.000,360.0,37,37,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:37,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
val,ARR,100,5,val/ARR/100/100_w00005.mem,1000,30,30000,152000,181999,train,train/ARR/100/100_w00005.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,5,,152.000,182.000,360.0,38,38,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:38,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
test,ARR,100,7,test/ARR/100/100_w00007.mem,1000,30,30000,212000,241999,train,train/ARR/100/100_w00007.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,7,,212.000,242.000,360.0,37,37,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:37,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
train,ARR,100,8,train/ARR/100/100_w00008.mem,1000,30,30000,242000,271999,train,train/ARR/100/100_w00008.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,8,,242.000,272.000,360.0,36,36,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:36,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
val,ARR,100,9,val/ARR/100/100_w00009.mem,1000,30,30000,272000,301999,train,train/ARR/100/100_w00009.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,9,,272.000,302.000,360.0,38,37,1,0.026316,0,0,1,0,0.000,0.000000,(N:30.0,N:37;A:1,0,1,arr_weak_single_abnormal_beat,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
train,ARR,100,10,train/ARR/100/100_w00010.mem,1000,30,30000,302000,331999,train,train/ARR/100/100_w00010.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,10,,302.000,332.000,360.0,38,38,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:38,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
test,ARR,100,11,test/ARR/100/100_w00011.mem,1000,30,30000,332000,361999,train,train/ARR/100/100_w00011.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,11,,332.000,362.000,360.0,38,37,1,0.026316,0,0,1,0,0.000,0.000000,(N:30.0,N:37;A:1,0,1,arr_weak_single_abnormal_beat,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
train,ARR,100,12,train/ARR/100/100_w00012.mem,1000,30,30000,362000,391999,train,train/ARR/100/100_w00012.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,12,,362.000,392.000,360.0,39,39,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:39,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
val,ARR,100,13,val/ARR/100/100_w00013.mem,1000,30,30000,392000,421999,train,train/ARR/100/100_w00013.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,13,,392.000,422.000,360.0,40,40,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:40,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
train,ARR,100,14,train/ARR/100/100_w00014.mem,1000,30,30000,422000,451999,train,train/ARR/100/100_w00014.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,14,,422.000,452.000,360.0,41,41,0,0.000000,0,0,0,0,0.000,0.000000,(N:30.0,N:41,0,0,arr_no_abnormal_beat_in_chunk,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
test,ARR,100,15,test/ARR/100/100_w00015.mem,1000,30,30000,452000,481999,train,train/ARR/100/100_w00015.mem,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\fullrec_afe_remaining\train\ARR\100.mem,fullrec_afe_remaining,mitdb,1805555,2000,3555,15,,452.000,482.000,360.0,39,38,1,0.025641,0,0,1,0,0.000,0.000000,(N:30.0,N:38;A:1,0,1,arr_weak_single_abnormal_beat,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr,C:\Users\YangGeon\Desktop\작업물\학업\한양대학교 문서\스펙\대회 관련\2026 전국 반도체 설계대전\ECG Data Real\mitdb\1.0.0\100.atr
