case_id,split,class_label,class_id,record_id,chunk_id,balanced_index,chunk_file,chunk_start_sample,chunk_end_sample,snapshot_id,snapshot_start_sample,snapshot_end_sample,snapshot_start_sec,snapshot_end_sec,source_db,snapshot_pred_class,pred_class,snapshot_pred_label,pred_label,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,ectopic_pair_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,strong_event_count,adaptive_event_th,pnn_decision_count,pnn_mismatch_rate_bp,rdm_avg_code_q8,ram_avg_code_q8,qrs_maf_rate_bp,rbbb_like_rate_bp,abnormal_evidence_count,rhythm_irregular_evidence_count,morphology_evidence_count
32,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,36002000,37801999,22,37322000,37381999,37322.000,37382.000,nsrdb,0,0,NSR,NSR,1,51699409,-97741680,-71396387,-77626836,82,80,0,159,1595,787,80,80,126,54,35,22,8,4,2,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,3282,159,236,95,0,0,0,0,0,82,0,0,82,0,0,80,0,80,126,2868,8,80,0,403,2518,0,0,4,4,0
32,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,36002000,37801999,23,37382000,37441999,37382.000,37442.000,nsrdb,0,0,NSR,NSR,1,36029954,-68289163,-72666669,-89595679,79,72,5,151,1396,688,72,77,201,49,37,23,15,13,12,9,7,7,6,5,5,5,4,4,3,79,2,6,2,0,0,3808,151,209,83,0,0,0,0,0,79,1,1,79,4,3,77,5,77,201,3397,4,77,649,668,2446,253,0,25,21,4
32,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,36002000,37801999,24,37442000,37501999,37442.000,37502.000,nsrdb,0,0,NSR,NSR,1,46707194,-106476999,-61709385,-74641538,76,74,0,151,1262,709,73,74,189,61,41,26,23,15,8,7,3,2,2,1,0,0,0,0,0,75,0,0,0,0,0,2608,149,181,76,0,0,0,0,0,75,0,0,75,0,0,74,0,74,189,2081,10,74,0,653,2486,0,0,15,15,0
32,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,36002000,37801999,25,37502000,37561999,37502.000,37562.000,nsrdb,0,0,NSR,NSR,1,47704458,-82587597,-75317824,-83583244,76,74,0,151,1310,681,74,74,162,49,38,27,16,11,8,5,3,3,2,0,0,0,0,0,0,76,0,0,0,0,0,3618,151,191,77,0,0,0,0,0,76,0,0,76,0,0,74,0,74,162,3328,4,74,0,560,2355,0,0,11,11,0
32,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,36002000,37801999,26,37562000,37621999,37562.000,37622.000,nsrdb,0,0,NSR,NSR,1,51172418,-90398679,-70090938,-84455192,70,68,0,139,1324,610,68,68,220,53,46,34,23,18,15,13,11,5,1,1,0,0,0,0,0,70,0,0,0,0,0,2453,139,189,70,0,0,0,0,0,70,0,0,70,0,0,68,0,68,220,1952,10,68,0,828,2296,0,0,18,18,0
32,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,36002000,37801999,27,37622000,37681999,37622.000,37682.000,nsrdb,0,0,NSR,NSR,1,48756508,-84860606,-65917023,-90619999,68,65,1,135,1443,628,65,66,264,54,52,44,32,24,20,15,9,6,3,2,1,1,1,0,1,68,0,0,0,0,0,3252,135,205,68,0,0,0,0,0,68,0,0,68,3,1,66,1,66,264,2993,4,66,151,1024,2473,0,0,26,26,0
32,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,36002000,37801999,28,37682000,37741999,37682.000,37742.000,nsrdb,0,0,NSR,NSR,1,48432200,-110001068,-57807201,-76892649,73,71,0,145,1464,701,71,71,206,62,45,29,25,19,10,7,3,2,1,1,1,1,0,0,0,73,0,0,0,0,0,2555,145,208,73,0,0,0,0,0,73,0,0,73,0,0,71,0,71,206,2047,10,71,0,742,2527,0,0,19,19,0
32,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,36002000,37801999,29,37742000,37801999,37742.000,37802.000,nsrdb,0,0,NSR,NSR,1,49966628,-87617559,-70373545,-85715532,72,70,0,141,1304,630,70,70,178,51,38,28,21,13,12,10,4,1,0,0,0,0,0,0,0,72,0,0,0,0,0,3351,141,201,72,0,0,0,0,0,72,0,0,72,0,0,70,0,70,178,3109,4,70,0,650,2304,0,0,13,13,0
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,0,57602000,57661999,57602.000,57662.000,chfdb,1,1,CHF,CHF,1,-61442622,11800482,-17466324,-125018723,57,54,1,37,1103,567,54,55,67,30,13,3,3,3,2,2,2,2,2,1,1,1,1,1,0,57,1,8,1,0,0,5682,23,575,57,10,14,10,1,0,57,0,0,57,0,0,55,1,55,67,1934,8,55,181,311,2688,175,1754,16,4,12
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,1,57662000,57721999,57662.000,57722.000,chfdb,2,2,ARR,ARR,1,-57437964,-19075715,4858475,-124035367,57,55,0,44,1129,547,55,55,76,35,18,7,4,4,4,3,1,0,0,0,0,0,0,0,0,57,3,25,3,0,0,5510,30,588,57,6,7,6,1,1,57,0,0,57,0,0,55,0,55,76,1965,8,55,0,353,2546,526,1052,16,4,12
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,2,57722000,57781999,57722.000,57782.000,chfdb,2,2,ARR,ARR,1,-82992241,-10698112,15742537,-117112270,57,54,0,27,1002,512,54,55,51,35,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,5671,13,544,56,9,12,9,1,1,56,0,0,56,0,0,54,0,54,51,2670,6,54,0,237,2427,0,1607,9,0,9
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,3,57782000,57841999,57782.000,57842.000,chfdb,2,2,ARR,ARR,1,-95241570,-8831382,33082059,-124468599,58,54,2,28,1005,540,54,56,174,42,29,19,13,13,12,11,8,8,5,5,3,2,2,2,2,58,2,18,2,0,0,5694,16,587,58,6,6,6,1,1,58,0,0,58,3,2,56,2,56,174,1982,8,56,357,795,2560,344,1034,27,17,10
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,4,57842000,57901999,57842.000,57902.000,chfdb,2,2,ARR,ARR,1,-88836695,-20091876,27096189,-113150787,57,53,2,42,1156,566,53,55,125,39,21,10,8,8,8,7,6,5,3,3,2,2,2,1,0,57,3,25,3,0,0,5509,28,607,57,12,15,12,1,1,57,0,0,57,0,0,55,2,55,125,2006,8,55,363,581,2733,526,2105,28,10,18
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,5,57902000,57961999,57902.000,57962.000,chfdb,2,2,ARR,ARR,1,-109101282,-20593849,48721932,-116105551,57,50,5,30,1054,479,50,55,157,39,21,12,12,12,8,7,7,6,6,6,6,5,5,5,1,57,0,0,0,0,0,5769,15,576,57,8,10,8,1,1,57,0,0,57,6,1,55,5,55,157,2802,6,55,909,730,2452,0,1403,26,18,8
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,6,57962000,58021999,57962.000,58022.000,chfdb,1,1,CHF,CHF,1,-72839249,48339127,-39655613,-126538576,56,52,2,51,1175,568,52,54,84,25,8,7,7,7,7,7,5,3,2,2,1,1,1,1,0,56,4,34,4,0,0,5328,35,586,57,20,21,20,1,0,56,0,0,56,0,0,54,2,54,84,1973,8,54,370,398,2796,714,3508,37,9,28
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,7,58022000,58081999,58022.000,58082.000,chfdb,2,2,ARR,ARR,1,-83388303,-43757879,43848144,-111945944,58,51,5,35,1084,495,51,56,238,46,38,29,20,18,16,14,12,10,8,7,5,5,5,5,0,58,2,19,2,0,0,5703,25,597,58,7,8,7,1,1,58,0,0,58,5,0,56,5,56,238,1988,8,56,892,1088,2484,344,1206,34,23,11
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,8,58082000,58141999,58082.000,58142.000,chfdb,1,1,CHF,CHF,1,-69490454,12862506,-16500869,-119805666,57,54,1,41,1083,583,54,55,169,36,27,17,14,14,14,14,11,10,5,3,1,1,1,1,0,57,7,58,7,0,0,5163,31,588,57,8,11,8,1,0,57,0,0,57,1,0,55,1,55,169,1878,8,55,181,786,2763,1228,1403,37,15,22
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,9,58142000,58201999,58142.000,58202.000,chfdb,1,1,CHF,CHF,1,-80358182,32535182,-17252093,-128496329,57,53,2,28,1050,517,53,55,85,33,14,8,5,4,3,2,2,2,2,2,2,2,2,2,0,57,0,0,0,0,0,5764,14,579,57,8,14,8,1,0,57,0,0,57,3,0,55,2,55,85,2835,6,55,363,395,2497,0,1403,14,6,8
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,10,58202000,58261999,58202.000,58262.000,chfdb,1,1,CHF,CHF,1,-89531590,38406953,-7093704,-135721610,56,51,3,27,989,552,51,54,134,35,21,10,9,9,9,9,7,6,4,3,3,3,3,3,0,56,2,16,2,0,0,5497,16,574,56,5,13,5,1,0,56,0,0,56,0,0,54,3,54,134,1892,8,54,555,635,2770,357,892,21,12,9
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,11,58262000,58321999,58262.000,58322.000,chfdb,2,2,ARR,ARR,1,-95568604,-51686577,32560739,-80962862,59,39,18,28,1097,384,39,57,372,49,41,33,26,26,26,24,23,22,20,20,19,17,13,13,2,59,3,25,3,0,0,5724,18,623,59,4,5,4,0,0,59,0,0,59,11,2,57,18,57,372,2086,8,57,3157,1670,2520,508,677,56,46,10
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,12,58322000,58381999,58322.000,58382.000,chfdb,1,1,CHF,CHF,1,-65824918,48983963,-31875657,-145317196,57,54,1,26,1100,641,54,55,119,28,16,13,11,11,10,9,8,4,2,2,2,1,1,1,1,57,5,41,5,0,0,5329,15,608,57,3,8,3,0,0,57,0,0,57,1,1,55,1,55,119,1927,8,55,181,553,3038,877,526,26,13,13
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,13,58382000,58441999,58382.000,58442.000,chfdb,2,2,ARR,ARR,1,-54942370,-10755255,3906147,-133853135,57,54,1,26,1105,578,54,55,98,38,22,11,7,3,2,2,2,2,2,2,2,2,1,0,0,57,0,0,0,0,0,5769,13,597,57,4,8,4,0,0,57,0,0,57,2,0,55,1,55,98,2858,6,55,181,456,2740,0,701,8,4,4
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,14,58442000,58501999,58442.000,58502.000,chfdb,2,2,ARR,ARR,1,-97350185,-31808829,51154487,-116723326,57,50,5,44,1184,486,50,55,122,35,19,9,5,5,5,5,5,5,5,5,5,5,5,4,2,57,1,15,1,0,0,5710,23,600,58,9,13,9,1,1,57,0,0,57,3,2,55,5,55,122,2885,6,55,909,567,2488,175,1551,23,12,11
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,15,58502000,58561999,58502.000,58562.000,chfdb,1,1,CHF,CHF,1,-78073746,36236124,-24464772,-124608525,57,51,4,40,1029,623,51,55,187,34,21,17,16,16,16,16,16,11,7,5,3,3,3,3,0,57,10,117,7,0,3,5143,28,627,57,9,14,9,1,0,57,0,0,57,0,0,55,4,55,187,1880,8,55,727,870,3127,1754,1578,49,20,29
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,16,58562000,58621999,58562.000,58622.000,chfdb,1,1,CHF,CHF,1,-72880952,30490479,-9905884,-141286752,57,52,3,34,1135,660,52,55,119,36,18,11,7,7,6,4,4,4,4,4,4,4,3,3,0,57,3,54,0,0,3,5771,17,635,58,5,8,5,1,0,57,0,0,57,2,0,55,3,55,119,2905,6,55,545,553,3249,526,862,21,10,11
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,17,58622000,58681999,58622.000,58682.000,chfdb,1,1,CHF,CHF,1,-81997218,47763560,-15664651,-144448944,57,55,0,32,1087,621,55,55,102,32,17,8,7,7,7,6,6,6,3,2,1,0,0,0,0,57,7,80,5,0,2,5330,20,636,57,4,10,4,0,0,57,0,0,57,0,0,55,0,55,102,2085,8,55,0,474,2890,1228,701,25,7,18
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,18,58682000,58741999,58682.000,58742.000,chfdb,1,1,CHF,CHF,1,-61925680,26673745,-14058079,-142718668,56,51,3,36,1125,721,51,54,128,33,17,10,10,10,10,9,8,6,5,2,2,2,2,2,1,56,8,133,4,0,4,5333,27,685,56,6,10,6,1,0,56,0,0,56,1,1,54,3,54,128,2028,8,54,555,606,3619,1428,1071,36,14,22
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,19,58742000,58801999,58742.000,58802.000,chfdb,1,1,CHF,CHF,1,-67805734,48571804,-28277972,-146143486,57,54,0,25,963,666,54,55,31,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,66,0,0,4,5674,12,610,56,5,8,5,1,0,56,0,0,56,0,0,54,0,55,31,3220,5,54,0,144,3157,701,892,13,0,13
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,20,58802000,58861999,58802.000,58862.000,chfdb,1,1,CHF,CHF,1,-56482267,37532019,-38529686,-133074466,57,55,0,42,1160,694,55,55,35,25,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3,57,0,0,3,5764,22,682,57,10,16,10,1,0,57,0,0,57,0,0,55,0,55,35,2914,6,55,0,162,3230,526,1754,16,0,16
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,21,58862000,58921999,58862.000,58922.000,chfdb,1,1,CHF,CHF,1,-50441544,26384438,-32237647,-133842777,56,54,0,32,1004,642,54,54,40,25,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,46,0,0,2,5661,16,597,56,11,12,11,1,0,56,0,0,56,0,0,54,0,54,40,3222,5,54,0,189,3043,357,1964,15,0,15
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,22,58922000,58981999,58922.000,58982.000,chfdb,1,1,CHF,CHF,1,-58081553,28004202,-26946600,-136351056,57,55,0,36,1125,761,55,55,40,30,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,4,82,0,0,4,5776,18,640,57,8,11,8,1,0,57,0,0,57,0,0,55,0,55,40,3493,5,55,0,186,3542,701,1403,16,0,16
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,23,58982000,59041999,58982.000,59042.000,chfdb,1,1,CHF,CHF,1,-52881131,20028783,-35878806,-122977784,56,54,0,41,1087,643,54,54,34,25,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,5673,20,588,56,12,16,12,1,0,56,0,0,56,0,0,54,0,54,34,3201,5,54,0,161,3048,0,2142,12,0,12
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,24,59042000,59101999,59042.000,59102.000,chfdb,1,1,CHF,CHF,1,-47885833,21011246,-36169711,-130824197,56,54,0,38,1060,606,54,54,35,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,17,0,0,1,5667,19,565,56,5,7,5,1,0,56,0,0,56,0,0,54,0,54,35,3222,5,54,0,165,2872,178,892,7,0,7
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,25,59102000,59161999,59102.000,59162.000,chfdb,2,2,ARR,ARR,1,-74673447,-36076543,30654076,-116921694,57,51,4,37,1046,537,51,55,161,39,23,12,12,12,12,11,9,7,5,4,4,4,4,3,0,57,4,35,4,0,0,5417,22,598,57,6,8,6,1,1,57,0,0,57,0,0,55,4,55,161,1989,8,55,727,749,2695,701,1052,30,16,14
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,26,59162000,59221999,59162.000,59222.000,chfdb,2,2,ARR,ARR,1,-87558382,-18384059,23644822,-113591864,56,53,1,39,1127,529,53,54,109,39,19,7,7,7,7,6,5,3,3,2,1,1,1,1,0,56,3,27,3,0,0,5412,26,592,56,9,9,9,1,1,56,0,0,56,0,0,54,1,54,109,2008,8,54,185,516,2555,535,1607,23,8,15
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,27,59222000,59281999,59222.000,59282.000,chfdb,2,2,ARR,ARR,1,-76985958,-40547742,26492566,-105527332,57,55,0,35,1095,560,55,55,156,39,26,14,12,12,12,10,10,9,6,5,1,0,0,0,0,57,25,253,25,0,0,4190,33,622,57,8,10,8,1,1,57,0,0,57,0,0,55,0,55,156,1366,10,55,0,726,2606,4385,1403,70,12,58
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,28,59282000,59341999,59282.000,59342.000,chfdb,2,2,ARR,ARR,1,-60844648,-13570350,5345297,-126503422,59,49,8,22,1099,471,49,57,206,45,32,25,14,12,10,10,9,9,8,8,7,6,6,5,0,59,1,18,0,0,1,5971,11,617,59,3,3,3,0,0,59,0,0,59,5,0,57,8,57,206,3401,5,57,1403,925,2460,169,508,25,20,5
36,train,CHF,1,chf01,32,2,train/CHF/chf01/chf01_30min_w032.mem,57602000,59401999,29,59342000,59401999,59342.000,59402.000,chfdb,1,1,CHF,CHF,1,-49582766,33555344,-35904579,-142291950,58,56,0,25,1090,609,56,56,83,30,15,9,4,4,4,4,4,4,3,2,0,0,0,0,0,58,2,17,2,0,0,5704,15,613,58,2,4,2,0,0,58,0,0,58,0,0,56,0,56,83,2059,8,56,0,379,2784,344,344,10,4,6
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,0,37802000,37861999,37802.000,37862.000,nsrdb,1,1,CHF,CHF,1,-48208473,79207671,-113001014,-114021449,89,87,0,0,528,669,87,87,17,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,3066,0,152,89,0,0,0,0,0,89,0,0,89,0,0,87,0,87,17,2700,8,87,0,50,1968,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,1,37862000,37921999,37862.000,37922.000,nsrdb,1,1,CHF,CHF,1,-52157677,50479950,-92719444,-104021343,90,88,0,2,522,681,88,88,35,28,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,3251,2,140,91,0,0,0,0,0,90,0,0,90,0,0,88,0,88,35,3028,6,88,0,101,1981,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,2,37922000,37981999,37922.000,37982.000,nsrdb,1,1,CHF,CHF,1,-34457424,31400171,-89126938,-105241340,87,85,0,6,545,696,85,85,43,31,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,3202,6,146,87,0,0,0,0,0,87,0,0,87,0,0,85,0,85,43,2963,6,85,0,129,2096,0,0,1,1,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,3,37982000,38041999,37982.000,38042.000,nsrdb,1,1,CHF,CHF,1,-49608975,58435828,-97515865,-108850710,88,86,0,0,449,672,86,86,28,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,3006,0,143,89,0,0,0,0,0,88,0,0,88,0,0,86,0,86,28,2629,8,86,0,83,2000,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,4,38042000,38101999,38042.000,38102.000,nsrdb,1,1,CHF,CHF,1,-61647003,59550434,-95465865,-100085035,89,85,2,4,506,601,85,87,70,27,7,3,3,3,3,3,3,3,3,3,3,2,2,2,0,89,0,0,0,0,0,3053,4,160,90,0,0,0,0,0,89,0,0,89,2,0,87,2,87,70,2686,8,87,229,205,1810,0,0,5,5,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,5,38102000,38161999,38102.000,38162.000,nsrdb,1,1,CHF,CHF,1,-45559577,62324740,-101316195,-112256577,87,85,0,0,543,667,85,85,35,24,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1,1,1,0,0,3265,0,156,88,0,0,0,0,0,87,0,0,87,0,0,85,0,85,35,3020,6,85,0,105,2008,114,0,2,0,2
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,6,38162000,38221999,38162.000,38222.000,nsrdb,1,1,CHF,CHF,1,-50140795,59386662,-98243235,-108643946,88,86,0,0,507,670,86,86,26,22,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,3001,0,152,88,0,0,0,0,0,88,0,0,88,0,0,86,0,86,26,2642,8,86,0,77,1994,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,7,38222000,38281999,38222.000,38282.000,nsrdb,1,1,CHF,CHF,1,-52016122,60263120,-95021003,-111110588,89,86,0,0,494,658,86,87,22,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,3247,0,158,88,0,0,0,0,0,88,0,0,88,0,0,86,0,87,22,3020,6,86,0,64,1958,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,8,38282000,38341999,38282.000,38342.000,nsrdb,1,1,CHF,CHF,1,-55660486,72722762,-99664598,-113721660,88,84,2,4,494,628,84,86,65,22,9,5,3,3,3,3,3,2,2,2,2,2,2,2,1,88,1,0,1,0,0,3461,4,146,89,0,0,0,0,0,88,0,0,88,2,1,86,2,86,65,3286,4,86,232,193,1913,113,0,8,6,2
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,9,38342000,38401999,38342.000,38402.000,nsrdb,1,1,CHF,CHF,1,-53701929,54944927,-91050122,-108467056,88,86,0,0,483,610,86,86,24,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,2956,0,140,88,0,0,0,0,0,88,0,0,88,0,0,86,0,86,24,2619,8,86,0,71,1815,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,10,38402000,38461999,38402.000,38462.000,nsrdb,1,1,CHF,CHF,1,-30130255,33210131,-96646654,-102849762,89,87,0,8,600,739,87,87,53,33,13,5,2,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,3131,8,165,92,0,0,0,0,0,89,0,0,89,0,0,87,0,87,53,2757,8,87,0,155,2174,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,11,38462000,38521999,38462.000,38522.000,nsrdb,1,1,CHF,CHF,1,-42631426,42076861,-89312876,-107081063,88,85,1,10,630,711,85,86,81,33,11,7,3,3,3,3,3,3,3,3,3,1,1,1,0,88,1,0,1,0,0,3129,10,162,91,0,0,0,0,0,88,0,0,88,1,0,86,1,86,81,2745,8,86,116,241,2141,113,0,6,4,2
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,12,38522000,38581999,38522.000,38582.000,nsrdb,1,1,CHF,CHF,1,-48262118,71069237,-106760716,-112738553,88,86,0,0,494,686,86,86,19,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,3241,0,140,88,0,0,0,0,0,88,0,0,88,0,0,86,0,86,19,2993,6,86,0,56,2042,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,13,38582000,38641999,38582.000,38642.000,nsrdb,1,1,CHF,CHF,1,-51595057,58501243,-97630711,-106973057,88,86,0,0,511,622,86,86,26,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,3040,0,148,88,0,0,0,0,0,88,0,0,88,0,0,86,0,86,26,2651,8,86,0,77,1851,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,14,38642000,38701999,38642.000,38702.000,nsrdb,1,1,CHF,CHF,1,-50041164,68282158,-105218090,-110079437,90,87,0,0,542,678,87,88,23,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,3078,0,160,89,0,0,0,0,0,89,0,0,89,0,0,87,0,88,23,2772,8,87,0,66,1995,0,0,0,0,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,15,38702000,38761999,38702.000,38762.000,nsrdb,1,1,CHF,CHF,1,-29888677,14001825,-81100260,-100327788,89,87,0,16,688,783,87,87,69,39,16,6,4,3,1,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,3136,16,168,90,0,0,0,0,0,89,0,0,89,0,0,87,0,87,69,2776,8,87,0,203,2304,0,0,3,3,0
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,16,38762000,38821999,38762.000,38822.000,nsrdb,1,1,CHF,CHF,1,-66891490,75518409,-98869165,-106861229,92,87,3,4,400,612,87,90,69,25,4,4,3,3,3,3,3,3,3,3,3,3,3,3,0,92,3,5,3,0,0,3274,3,136,109,0,0,0,0,0,92,0,0,92,3,0,90,3,90,69,2773,8,90,333,196,1800,326,0,12,6,6
33,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,37802000,39601999,17,38822000,38881999,38822.000,38882.000,nsrdb,1,1,CHF,CHF,1,-23839806,4156892,-114923572,-62632999,108,95,11,109,1246,801,95,106,207,40,22,13,12,12,12,12,12,12,11,11,11,11,8,8,1,108,6,12,6,0,0,3674,106,286,127,1,2,1,0,0,108,0,0,108,1,1,106,11,106,207,2869,12,106,1037,499,2158,555,78,37,24,13
