case_id,split,class_label,class_id,record_id,chunk_id,balanced_index,chunk_file,snapshot_id,snapshot_pred_class,snapshot_pred_label,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,ectopic_pair_count,qrs_maf_count,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,rbbb_delay_like_count,rbbb_delay_applied_count,pre_qrs_bump_count,abnormal_evidence_count,rhythm_irregular_evidence_count,morphology_evidence_count,pnn_decision_count,pnn_mismatch_rate_bp,rdm_avg_code_q8,ram_avg_code_q8,qrs_maf_rate_bp,v2_eerg_like_removed
12,train,NSR,0,19088,10,26,train/NSR/19088/19088_30min_w010.mem,27,0,NSR,1,42232819,-98272875,-66532844,-72931523,91,89,0,147,1348,677,89,89,165,0,1,1,0,0,0,0,91,2,165,149,89,0,474,1947,109,0
12,train,NSR,0,19088,10,26,train/NSR/19088/19088_30min_w010.mem,28,0,NSR,1,40194941,-87172069,-76416126,-71921571,89,87,0,121,1014,605,87,87,145,0,0,0,0,0,0,0,89,0,145,121,87,0,426,1780,0,0
12,train,NSR,0,19088,10,26,train/NSR/19088/19088_30min_w010.mem,29,0,NSR,1,42401302,-111675337,-59204624,-67193128,86,84,0,135,1144,585,84,84,197,0,0,0,0,0,0,0,86,0,197,135,84,0,600,1782,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,0,0,NSR,1,21913192,-41814424,-95337641,-80039538,80,78,0,159,2018,700,78,78,53,0,0,0,0,0,0,0,80,0,53,159,78,0,173,2297,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,1,0,NSR,1,26562268,-57792074,-88280274,-75815897,83,81,0,165,2070,720,81,81,74,0,0,0,0,0,0,0,83,0,74,165,81,0,233,2275,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,2,0,NSR,1,-5209057,-94523161,-25016970,-72241630,79,68,9,153,1959,593,68,77,228,2,2,2,0,0,0,0,79,15,239,157,77,1168,758,2232,253,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,3,0,NSR,1,38075338,-43132211,-108771347,-81134433,78,76,0,155,1904,608,76,76,56,0,0,0,0,0,0,0,77,0,56,155,76,0,188,2048,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,4,0,NSR,1,18745545,-5910051,-110998810,-95477513,79,77,0,157,2016,621,77,77,15,0,0,0,0,0,0,0,79,0,15,157,77,0,49,2064,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,5,0,NSR,1,30790780,-70208003,-76286900,-79479765,79,77,0,157,2069,692,77,77,97,0,0,0,0,0,0,0,79,0,97,157,77,0,322,2300,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,6,0,NSR,1,18295161,-57467697,-69157015,-87290108,76,72,2,149,2011,646,72,74,109,0,1,1,0,0,0,0,76,4,111,151,74,270,377,2296,131,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,7,0,NSR,1,18599913,-24774066,-101285277,-87811431,79,77,0,157,2160,693,77,77,29,0,0,0,0,0,0,0,79,0,29,157,77,0,96,2304,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,8,0,NSR,1,31939427,-72891945,-74694990,-79292885,83,81,0,165,2320,781,81,81,120,0,0,0,0,0,0,0,83,0,120,165,81,0,379,2468,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,9,0,NSR,1,32265153,-101244020,-49759140,-76934259,80,78,0,159,2265,725,78,78,157,0,0,0,0,0,0,0,80,0,157,159,78,0,515,2379,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,10,0,NSR,1,36592313,-96214691,-52307670,-83588889,76,73,0,149,2105,723,73,74,131,0,0,0,0,0,0,0,75,0,131,149,73,0,453,2535,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,11,0,NSR,1,32032204,-61702977,-82514019,-82469476,79,76,0,156,2182,699,76,77,90,0,0,0,0,0,0,0,78,0,90,156,76,0,299,2354,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,12,0,NSR,1,37673525,-94774071,-53215726,-84070609,76,74,0,150,2066,740,74,74,130,0,0,0,0,0,0,0,76,0,130,150,74,0,449,2560,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,13,0,NSR,1,23930124,-60189654,-77062925,-83394873,72,70,0,143,2010,688,70,70,60,0,0,0,0,0,0,0,72,0,60,143,70,0,219,2516,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,14,0,NSR,1,32856876,-64951352,-77425545,-85600625,75,73,0,149,2064,715,73,73,80,0,0,0,0,0,0,0,75,0,80,149,73,0,280,2507,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,15,0,NSR,1,32245387,-61440091,-80885627,-84533203,76,74,0,151,2075,666,74,74,83,0,0,0,0,0,0,0,76,0,83,151,74,0,287,2304,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,16,0,NSR,1,19671192,-62893950,-76656135,-76895434,84,80,2,163,2399,786,80,82,138,0,3,3,0,0,0,0,84,8,140,169,82,243,430,2515,357,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,17,0,NSR,1,1140078,-89038251,-31751782,-78028327,84,76,6,155,2452,815,75,82,290,3,6,6,0,0,1,0,83,22,299,168,82,731,905,2781,722,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,18,2,ARR,1,-18058998,-72365914,-8579095,-97191020,75,69,4,143,2235,705,69,73,279,1,16,16,0,0,2,0,75,39,284,177,73,547,978,2615,2133,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,19,0,NSR,1,22573304,-84088018,-46033765,-87159392,71,66,3,137,2150,660,66,69,245,0,2,2,0,0,0,0,71,7,248,141,69,434,908,2560,281,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,20,0,NSR,1,40286881,-102322519,-40539291,-91857692,69,67,0,137,2133,705,66,67,150,0,0,0,0,0,0,0,68,0,150,137,67,0,573,2734,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,21,0,NSR,1,37160288,-96187456,-44787627,-90896245,70,68,0,139,2083,669,67,68,139,1,0,0,0,0,0,0,69,1,140,139,68,0,523,2556,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,22,0,NSR,1,35262491,-93782998,-41724618,-94971492,67,65,0,131,2020,648,65,65,142,0,2,2,0,0,0,0,67,4,142,135,65,0,559,2552,298,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,23,0,NSR,1,39040677,-105591089,-42303345,-86604919,71,69,0,141,2130,686,69,69,124,0,0,0,0,0,0,0,71,0,124,141,69,0,460,2545,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,24,0,NSR,1,26585166,-112256051,-21211230,-88541136,72,70,0,143,2161,690,69,70,159,0,0,0,0,0,0,0,71,0,159,143,70,0,581,2560,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,25,0,NSR,1,23074477,-100271899,-31390390,-88010835,70,66,2,137,2069,649,65,68,153,0,1,1,0,0,0,0,70,4,155,139,68,294,576,2556,142,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,26,0,NSR,1,39601081,-103670575,-43313314,-87900433,70,68,0,139,2068,676,68,68,116,0,0,0,0,0,0,0,70,0,116,139,68,0,436,2544,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,27,0,NSR,1,40293041,-101240821,-44681338,-89243081,71,69,0,141,2134,689,69,69,132,0,0,0,0,0,0,0,71,0,132,141,69,0,489,2556,0,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,28,2,ARR,1,-40689676,-99707789,-13463889,-44580157,80,65,13,143,2201,658,65,78,371,5,11,11,0,0,0,0,80,40,389,165,78,1666,1217,2591,1375,0
13,train,NSR,0,19090,9,28,train/NSR/19090/19090_30min_w009.mem,29,0,NSR,1,37777506,-115177419,-35021383,-82731101,75,73,0,149,2338,767,73,73,160,0,0,0,0,0,0,0,75,0,160,149,73,0,561,2689,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,0,0,NSR,1,32616886,-83955540,-29303437,-114628858,62,60,0,123,2508,1200,60,60,205,2,0,0,0,0,0,0,62,2,207,123,60,0,874,5120,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,1,0,NSR,1,45565657,-91516845,-34236340,-115043030,59,57,0,117,2394,1139,57,57,182,0,0,0,0,0,0,0,59,0,182,117,57,0,817,5115,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,2,0,NSR,1,25359496,-95678340,-17891585,-108683278,62,57,3,123,2464,1139,57,60,237,3,0,0,0,0,0,0,62,6,243,123,60,500,1011,5115,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,3,0,NSR,1,39166328,-89713518,-34293857,-111398963,62,60,0,123,2488,1195,60,60,146,0,0,0,0,0,0,0,62,0,146,123,60,0,622,5098,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,4,0,NSR,1,45780242,-86409868,-38868581,-115622885,61,59,0,121,2461,1238,59,59,189,1,0,0,0,0,0,0,61,1,190,121,59,0,820,5371,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,5,0,NSR,1,35258012,-78082964,-43462602,-108886936,64,60,1,126,2532,1182,60,62,211,0,0,0,0,0,0,0,63,1,212,126,61,163,871,5043,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,6,0,NSR,1,38246715,-85220456,-34349966,-114054754,64,62,0,127,2563,1239,62,62,194,3,0,0,0,0,0,0,64,3,197,127,62,0,801,5115,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,7,0,NSR,1,33398808,-78973206,-37283741,-111903883,63,59,2,125,2521,1177,59,61,214,1,0,0,0,0,0,0,63,3,217,125,61,327,898,5106,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,8,0,NSR,1,36144162,-91084556,-30521757,-111169436,62,60,0,123,2497,1243,60,60,172,2,0,0,0,0,0,0,62,2,174,123,60,0,733,5303,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,9,0,NSR,1,38689370,-82832755,-37266239,-113933134,62,60,0,123,2490,1200,60,60,189,1,0,0,0,0,0,0,62,1,190,123,60,0,806,5120,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,10,0,NSR,1,46324407,-106004500,-20131855,-116167273,60,58,0,119,2446,1196,58,58,167,1,0,0,0,0,0,0,60,1,168,119,58,0,737,5278,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,11,0,NSR,1,36842948,-87061985,-34171736,-111404385,62,59,1,123,2555,1230,59,60,211,1,0,0,0,0,0,0,62,2,213,123,60,166,900,5336,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,12,0,NSR,1,10213885,-62065817,-27665590,-116716548,70,65,3,143,2794,1352,65,68,179,1,2,2,0,0,4,0,70,12,183,151,68,441,673,5324,285,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,13,0,NSR,1,31006475,-81019049,-28041136,-117272920,58,55,1,115,2349,1114,55,56,172,2,0,0,0,0,0,0,58,3,175,115,56,178,786,5185,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,14,0,NSR,1,41806302,-89906930,-34325366,-113493122,65,63,0,129,2627,1291,63,63,170,1,0,0,0,0,0,0,65,1,171,129,63,0,690,5245,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,15,0,NSR,1,47654841,-104132636,-26963930,-113051847,61,59,0,121,2476,1238,59,59,155,1,0,0,0,0,0,0,61,1,156,121,59,0,672,5371,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,16,0,NSR,1,41277527,-90763986,-30099701,-116009534,59,57,0,117,2393,1140,57,57,153,0,0,0,0,0,0,0,59,0,153,117,57,0,687,5120,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,17,0,NSR,1,17097042,-69922940,-22578720,-120498370,64,59,3,125,2559,1178,59,62,220,1,1,1,0,0,1,0,64,7,224,128,62,483,908,5111,156,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,18,0,NSR,1,37801149,-89454615,-31705957,-112724794,60,58,0,119,2458,1160,58,58,177,1,0,0,0,0,0,0,60,1,178,119,58,0,781,5120,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,19,0,NSR,1,53359897,-96702492,-36919734,-114581678,58,56,0,115,2394,1120,56,56,192,0,0,0,0,0,0,0,58,0,192,115,56,0,877,5120,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,20,0,NSR,1,49328046,-100218507,-26279585,-117932960,59,57,0,117,2429,1140,57,57,157,0,0,0,0,0,0,0,59,0,157,117,57,0,705,5120,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,21,0,NSR,1,51537503,-104973263,-27331476,-114804165,59,57,0,117,2426,1155,57,57,182,0,0,0,0,0,0,0,59,0,182,117,57,0,817,5187,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,22,0,NSR,1,43892861,-103914931,-26801296,-109792551,59,57,0,117,2460,1164,57,57,188,0,0,0,0,0,0,0,59,0,188,117,57,0,844,5227,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,23,0,NSR,1,49757325,-108247836,-21784024,-115223113,59,57,0,117,2422,1140,57,57,166,0,0,0,0,0,0,0,59,0,166,117,57,0,745,5120,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,24,0,NSR,1,49087968,-104021127,-24994231,-115541169,59,57,0,117,2441,1140,57,57,162,0,0,0,0,0,0,0,59,0,162,117,57,0,727,5120,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,25,0,NSR,1,25347008,-71635306,-34628145,-114618789,64,59,3,125,2571,1180,59,62,230,2,1,1,0,0,0,0,64,7,235,127,62,483,949,5120,156,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,26,0,NSR,1,45481614,-93540304,-36474305,-111806900,63,61,0,125,2576,1219,61,61,108,0,0,0,0,0,0,0,63,0,108,125,61,0,453,5115,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,27,0,NSR,1,45873613,-91168717,-36024129,-114317883,62,60,0,123,2553,1180,59,60,133,0,0,0,0,0,0,0,61,0,133,123,60,0,567,5120,0,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,28,0,NSR,1,36060027,-86058212,-27138566,-119401200,62,60,0,121,2507,1217,60,60,128,0,3,3,0,1,0,0,62,7,128,128,60,0,546,5192,483,0
14,train,NSR,0,19093,10,30,train/NSR/19093/19093_30min_w010.mem,29,0,NSR,1,46941354,-93943423,-36169448,-113003422,63,61,0,125,2553,1281,61,61,137,0,0,0,0,0,0,0,63,0,137,125,61,0,574,5376,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,0,3,AFF,1,-42880012,-87859800,-63446016,-2844315,87,58,27,149,1728,636,58,85,550,6,3,3,0,0,0,0,87,39,583,155,85,3176,1656,2807,344,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,1,0,NSR,1,40487021,-65597246,-90511659,-79820416,80,78,0,159,1727,753,77,78,109,0,0,0,0,0,0,0,79,0,109,159,78,0,357,2503,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,2,3,AFF,1,-55330964,-108176848,-39584259,1713724,90,57,30,153,1765,598,57,88,552,7,5,5,0,0,0,0,89,47,589,163,87,3448,1605,2685,561,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,3,0,NSR,1,48429385,-89248776,-68612405,-85016993,73,70,1,145,1645,679,70,71,187,0,0,0,0,0,0,0,73,1,188,145,71,140,674,2483,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,4,0,NSR,1,56645735,-108702040,-60748223,-82169844,73,71,0,145,1694,739,71,71,187,0,0,0,0,0,0,0,73,0,187,145,71,0,674,2664,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,5,2,ARR,1,-51746233,-99376811,-20108144,-24238183,88,61,25,149,1891,640,61,86,535,12,1,1,0,0,0,0,88,39,572,151,86,2906,1592,2685,113,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,6,0,NSR,1,42572860,-105360699,-52190973,-81462504,80,75,2,156,1873,825,75,78,191,0,1,1,0,0,0,0,79,4,193,158,77,259,626,2816,126,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,7,0,NSR,1,53457220,-104687044,-63259148,-80558313,78,76,0,154,1825,759,76,76,170,0,0,0,0,0,0,0,78,0,170,154,76,0,572,2556,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,8,0,NSR,1,35891968,-83112181,-62793289,-85190181,79,75,2,155,1727,754,75,77,174,1,1,1,0,0,0,0,79,5,177,157,77,259,578,2573,126,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,9,0,NSR,1,53971548,-93061833,-73214134,-82607801,77,75,0,153,1641,745,75,75,143,0,0,0,0,0,0,0,77,0,143,153,75,0,488,2542,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,10,0,NSR,1,50483776,-105620132,-56232827,-83513192,70,68,0,139,1556,717,68,68,226,0,0,0,0,0,0,0,70,0,226,139,68,0,850,2699,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,11,0,NSR,1,26325431,-108755398,-37095076,-76230997,74,66,6,143,1647,660,66,72,256,0,2,2,0,0,0,0,74,10,262,147,72,833,910,2560,270,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,12,0,NSR,1,-25284679,-90544031,-40963082,-41450171,80,60,18,145,1592,590,60,78,431,5,5,5,0,0,0,0,80,33,454,155,78,2307,1414,2517,625,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,13,0,NSR,1,50759207,-100982963,-62510577,-81816411,73,71,0,139,1212,633,71,71,209,0,0,0,0,0,0,0,73,0,209,139,71,0,753,2282,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,14,0,NSR,1,53973736,-105677787,-60490538,-82565590,74,72,0,145,1453,677,72,72,177,0,0,0,0,0,0,0,74,0,177,145,72,0,629,2407,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,15,0,NSR,1,47746146,-82849626,-75475402,-83813182,75,72,1,149,1704,711,72,73,165,0,0,0,0,0,0,0,75,1,166,149,73,136,578,2528,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,16,0,NSR,1,46771604,-65213444,-98245278,-78515799,82,80,0,163,1523,799,80,80,78,0,0,0,0,0,0,0,82,0,78,163,80,0,249,2556,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,17,0,NSR,1,50516008,-102127347,-68878457,-75448092,79,77,0,157,1604,741,77,77,116,0,0,0,0,0,0,0,79,0,116,157,77,0,385,2463,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,18,0,NSR,1,46228680,-66212917,-98174236,-77319945,83,81,0,165,1837,808,81,81,77,0,0,0,0,0,0,0,83,0,77,165,81,0,243,2553,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,19,0,NSR,1,43522163,-74617574,-91815437,-73363148,81,79,0,161,1594,737,79,79,85,0,0,0,0,0,0,0,81,0,85,161,79,0,275,2388,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,20,0,NSR,1,48495415,-76024654,-88050688,-79683954,82,80,0,163,1822,870,80,80,97,0,0,0,0,0,0,0,82,0,97,163,80,0,310,2784,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,21,3,AFF,1,-40486444,-72251333,-65860542,-21451509,95,72,21,163,1694,711,72,93,487,5,11,11,0,0,0,0,95,48,513,185,93,2258,1340,2528,1157,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,22,0,NSR,1,51699409,-97741680,-71396387,-77626836,82,80,0,159,1595,787,80,80,126,0,0,0,0,0,0,0,82,0,126,159,80,0,403,2518,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,23,0,NSR,1,21227715,-67799924,-62627436,-86167814,79,72,5,151,1396,688,72,77,201,3,2,2,0,0,0,0,79,12,209,155,77,649,668,2446,253,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,24,0,NSR,1,46707194,-106476999,-61709385,-74641538,76,74,0,151,1262,709,73,74,189,0,0,0,0,0,0,0,75,0,189,151,74,0,653,2486,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,25,0,NSR,1,47704458,-82587597,-75317824,-83583244,76,74,0,151,1310,681,74,74,162,0,0,0,0,0,0,0,76,0,162,151,74,0,560,2355,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,26,0,NSR,1,51172418,-90398679,-70090938,-84455192,70,68,0,139,1324,610,68,68,220,0,0,0,0,0,0,0,70,0,220,139,68,0,828,2296,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,27,0,NSR,1,48756508,-84860606,-65917023,-90619999,68,65,1,135,1443,628,65,66,264,1,0,0,0,0,0,0,68,2,266,135,66,151,1024,2473,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,28,0,NSR,1,48432200,-110001068,-57807201,-76892649,73,71,0,145,1464,701,71,71,206,0,0,0,0,0,0,0,73,0,206,145,71,0,742,2527,0,0
15,train,NSR,0,19140,20,32,train/NSR/19140/19140_30min_w020.mem,29,0,NSR,1,49966628,-87617559,-70373545,-85715532,72,70,0,141,1304,630,70,70,178,0,0,0,0,0,0,0,72,0,178,141,70,0,650,2304,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,0,1,CHF,1,-48208473,79207671,-113001014,-114021449,89,87,0,0,528,669,87,87,17,0,0,0,0,0,0,0,89,0,17,0,87,0,50,1968,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,1,1,CHF,1,-52157677,50479950,-92719444,-104021343,90,88,0,2,522,681,88,88,35,0,0,0,0,0,0,0,90,0,35,2,88,0,101,1981,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,2,1,CHF,1,-34457424,31400171,-89126938,-105241340,87,85,0,6,545,696,85,85,43,0,0,0,0,0,0,0,87,0,43,6,85,0,129,2096,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,3,1,CHF,1,-49608975,58435828,-97515865,-108850710,88,86,0,0,449,672,86,86,28,0,0,0,0,0,0,0,88,0,28,0,86,0,83,2000,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,4,1,CHF,1,-61647003,59550434,-95465865,-100085035,89,85,2,4,506,601,85,87,70,0,0,0,0,0,0,0,89,2,72,4,87,229,205,1810,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,5,1,CHF,1,-45559577,62324740,-101316195,-112256577,87,85,0,0,543,667,85,85,35,0,1,1,0,0,0,0,87,2,35,2,85,0,105,2008,114,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,6,1,CHF,1,-50140795,59386662,-98243235,-108643946,88,86,0,0,507,670,86,86,26,0,0,0,0,0,0,0,88,0,26,0,86,0,77,1994,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,7,1,CHF,1,-52016122,60263120,-95021003,-111110588,89,86,0,0,494,658,86,87,22,0,0,0,0,0,0,0,88,0,22,0,86,0,64,1958,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,8,1,CHF,1,-55660486,72722762,-99664598,-113721660,88,84,2,4,494,628,84,86,65,1,1,1,0,0,0,0,88,5,68,6,86,232,193,1913,113,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,9,1,CHF,1,-53701929,54944927,-91050122,-108467056,88,86,0,0,483,610,86,86,24,0,0,0,0,0,0,0,88,0,24,0,86,0,71,1815,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,10,1,CHF,1,-30130255,33210131,-96646654,-102849762,89,87,0,8,600,739,87,87,53,0,0,0,0,0,0,0,89,0,53,8,87,0,155,2174,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,11,1,CHF,1,-42631426,42076861,-89312876,-107081063,88,85,1,10,630,711,85,86,81,0,1,1,0,0,0,0,88,3,82,12,86,116,241,2141,113,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,12,1,CHF,1,-48262118,71069237,-106760716,-112738553,88,86,0,0,494,686,86,86,19,0,0,0,0,0,0,0,88,0,19,0,86,0,56,2042,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,13,1,CHF,1,-51595057,58501243,-97630711,-106973057,88,86,0,0,511,622,86,86,26,0,0,0,0,0,0,0,88,0,26,0,86,0,77,1851,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,14,1,CHF,1,-50041164,68282158,-105218090,-110079437,90,87,0,0,542,678,87,88,23,0,0,0,0,0,0,0,89,0,23,0,87,0,66,1995,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,15,1,CHF,1,-29888677,14001825,-81100260,-100327788,89,87,0,16,688,783,87,87,69,0,0,0,0,0,0,0,89,0,69,16,87,0,203,2304,0,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,16,1,CHF,1,-66891490,75518409,-98869165,-106861229,92,87,3,4,400,612,87,90,69,0,3,3,0,0,0,0,92,9,72,10,90,333,196,1800,326,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,17,1,CHF,1,-23839806,4156892,-114923572,-62632999,108,95,11,109,1246,801,95,106,207,1,6,6,0,0,1,0,108,25,219,122,106,1037,499,2158,555,0
16,train,NSR,0,19830,21,33,train/NSR/19830/19830_30min_w021.mem,18,0,NSR,1,25910967,-78456402,-91199348,-55152221,107,105,0,123,1337,926,105,105,138,0,0,0,0,0,0,0,107,0,138,123,105,0,336,2257,0,0
