case_id,split,class_label,class_id,record_id,chunk_id,balanced_index,chunk_file,chunk_start_sample,chunk_end_sample,snapshot_id,snapshot_start_sample,snapshot_end_sample,snapshot_start_sec,snapshot_end_sec,source_db,snapshot_pred_class,pred_class,snapshot_pred_label,pred_label,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,ectopic_pair_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum,strong_event_count,adaptive_event_th,pnn_decision_count,pnn_mismatch_rate_bp,rdm_avg_code_q8,ram_avg_code_q8,qrs_maf_rate_bp,rbbb_like_rate_bp,abnormal_evidence_count,rhythm_irregular_evidence_count,morphology_evidence_count,old_case_id,old_balanced_split
44,train,AFF,3,06426,18,8,test/AFF/06426/06426_30min_w018.mem,32402000,34201999,22,33722000,33781999,33722.000,33782.000,afdb,2,2,ARR,ARR,1,-115844375,-100485720,14502985,-459056,92,28,62,58,1630,210,28,90,1086,88,87,83,82,81,79,76,75,70,67,65,62,61,56,54,24,92,42,430,38,0,5,4036,36,899,177,10,12,10,0,0,92,0,0,92,22,24,90,62,90,1086,1779,12,90,6888,3089,1920,4565,564,262,167,95,110,test
44,train,AFF,3,06426,18,8,test/AFF/06426/06426_30min_w018.mem,32402000,34201999,23,33782000,33841999,33782.000,33842.000,afdb,3,3,AFF,AFF,1,-124887298,-108445384,16389889,16989549,87,31,54,70,1847,376,31,85,933,82,79,75,73,70,66,64,58,56,55,55,52,51,49,48,14,87,31,331,29,0,3,6406,41,912,158,5,6,5,0,0,87,0,0,87,16,14,85,54,85,933,2596,10,85,6352,2809,3105,3563,316,206,138,68,110,test
44,train,AFF,3,06426,18,8,test/AFF/06426/06426_30min_w018.mem,32402000,34201999,24,33842000,33901999,33842.000,33902.000,afdb,2,2,ARR,ARR,1,-125052245,-80494701,11826177,-5926744,88,37,49,57,1559,363,37,86,918,82,79,73,72,70,68,64,62,59,56,54,51,46,42,40,23,88,34,340,33,0,1,5394,31,854,123,13,14,13,0,0,88,0,0,88,28,23,86,49,86,918,2361,10,86,5697,2732,2511,3863,1056,223,142,81,110,test
44,train,AFF,3,06426,18,8,test/AFF/06426/06426_30min_w018.mem,32402000,34201999,25,33902000,33961999,33902.000,33962.000,afdb,3,3,AFF,AFF,1,-136888521,-78196025,-355044,16725543,90,35,53,76,1855,391,35,88,951,86,81,79,70,67,65,64,63,60,58,54,54,53,51,46,19,89,32,399,28,0,9,4313,46,977,179,13,20,13,0,0,89,0,0,89,17,19,88,53,88,951,1984,12,88,6022,2766,2859,3555,726,221,139,82,110,test
44,train,AFF,3,06426,18,8,test/AFF/06426/06426_30min_w018.mem,32402000,34201999,26,33962000,34021999,33962.000,34022.000,afdb,2,2,ARR,ARR,1,-125261458,-59278102,4857641,-14224385,88,42,44,28,913,305,42,86,878,80,77,73,71,66,63,60,57,55,53,50,45,43,43,42,21,88,23,193,19,0,7,7313,15,671,147,19,21,19,0,0,88,0,0,88,25,21,86,44,86,878,3199,8,86,5116,2613,1859,2613,1292,199,131,68,110,test
44,train,AFF,3,06426,18,8,test/AFF/06426/06426_30min_w018.mem,32402000,34201999,27,34022000,34081999,34022.000,34082.000,afdb,2,2,ARR,ARR,1,-147348066,-68903034,32751957,-13790163,88,39,47,14,857,326,39,86,907,80,74,73,71,68,67,66,63,56,52,49,48,48,46,46,24,88,32,243,30,0,2,5208,11,660,122,21,24,21,0,0,88,0,0,88,25,24,86,47,86,907,1907,10,86,5465,2699,2139,3636,1721,224,139,85,110,test
44,train,AFF,3,06426,18,8,test/AFF/06426/06426_30min_w018.mem,32402000,34201999,28,34082000,34141999,34082.000,34142.000,afdb,2,2,ARR,ARR,1,-151309469,-71761081,29610242,-4296059,85,35,48,6,691,533,35,83,945,83,78,76,73,72,70,69,65,60,58,55,49,48,45,44,16,85,26,181,25,0,2,5001,4,623,123,17,19,17,0,0,85,0,0,85,16,16,83,48,83,945,1822,10,83,5783,2914,3898,3058,1382,206,136,70,110,test
44,train,AFF,3,06426,18,8,test/AFF/06426/06426_30min_w018.mem,32402000,34201999,29,34142000,34201999,34142.000,34202.000,afdb,3,3,AFF,AFF,1,-175960752,-27152061,-28110416,33168460,84,33,49,12,932,116,33,82,902,80,76,71,70,66,63,60,58,56,53,53,52,51,48,45,16,84,11,86,10,0,2,7284,8,654,109,18,20,18,0,0,84,0,0,84,41,16,82,49,82,902,2957,8,82,5975,2816,899,1309,1651,172,131,41,110,test
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,0,1802000,1861999,1802.000,1862.000,afdb,1,1,CHF,CHF,1,-22879598,6916473,-26469178,-153632669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,1,1862000,1921999,1862.000,1922.000,afdb,1,1,CHF,CHF,1,-22809992,6823658,-26366328,-153763111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,2,1922000,1981999,1922.000,1982.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,3,1982000,2041999,1982.000,2042.000,afdb,1,1,CHF,CHF,1,-22809992,6823658,-26366328,-153763111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,4,2042000,2101999,2042.000,2102.000,afdb,2,2,ARR,ARR,1,-30014106,-61021336,-11168312,-85534483,4,0,2,0,0,0,0,2,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,0,0,0,0,0,3,0,0,6,0,0,0,0,0,4,0,0,4,2,0,2,2,2,15,9,4,2,10000,1920,0,0,0,3,3,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,5,2102000,2161999,2102.000,2162.000,afdb,2,2,ARR,ARR,1,-7699934,-69349344,268129,-109344406,3,0,1,0,0,0,0,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,0,3,1,0,1,1,1,15,10,4,1,10000,3840,0,0,0,2,2,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,6,2162000,2221999,2162.000,2222.000,afdb,1,1,CHF,CHF,1,-22809992,6823658,-26366328,-153763111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,7,2222000,2281999,2222.000,2282.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,8,2282000,2341999,2282.000,2342.000,afdb,1,1,CHF,CHF,1,-22879598,6916473,-26469178,-153632669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,9,2342000,2401999,2342.000,2402.000,afdb,0,0,NSR,NSR,1,-19343799,-26416093,-23626401,-122756357,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,6,0,0,0,0,0,3,0,0,3,1,0,1,1,1,0,7,4,1,10000,0,0,0,0,1,1,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,10,2402000,2461999,2402.000,2462.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,11,2462000,2521999,2462.000,2522.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,12,2522000,2581999,2522.000,2582.000,afdb,1,1,CHF,CHF,1,-22879598,6916473,-26469178,-153632669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,13,2582000,2641999,2582.000,2642.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,14,2642000,2701999,2642.000,2702.000,afdb,1,1,CHF,CHF,1,-22809992,6823658,-26366328,-153763111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,15,2702000,2761999,2702.000,2762.000,afdb,1,1,CHF,CHF,1,-22879598,6916473,-26469178,-153632669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,16,2762000,2821999,2762.000,2822.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,17,2822000,2881999,2822.000,2882.000,afdb,1,1,CHF,CHF,1,-22879598,6916473,-26469178,-153632669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,18,2882000,2941999,2882.000,2942.000,afdb,1,1,CHF,CHF,1,-22879598,6916473,-26469178,-153632669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,19,2942000,3001999,2942.000,3002.000,afdb,1,1,CHF,CHF,1,-22809992,6823658,-26366328,-153763111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,20,3002000,3061999,3002.000,3062.000,afdb,1,1,CHF,CHF,1,-22879598,6916473,-26469178,-153632669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,21,3062000,3121999,3062.000,3122.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,22,3122000,3181999,3122.000,3182.000,afdb,1,1,CHF,CHF,1,-22809992,6823658,-26366328,-153763111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,23,3182000,3241999,3182.000,3242.000,afdb,2,2,ARR,ARR,1,-17852220,-76570946,20453895,-111834176,5,0,3,0,0,0,0,3,45,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,5,0,0,0,0,0,19,0,0,8,0,0,0,0,0,5,0,0,5,1,2,3,3,3,45,12,4,3,10000,3840,0,0,0,8,8,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,24,3242000,3301999,3242.000,3302.000,afdb,2,2,ARR,ARR,1,-32496478,-55506400,-14212439,-86431045,7,0,5,0,0,0,0,5,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,6,0,0,0,0,0,10,0,0,10,0,0,0,0,0,6,0,0,6,5,0,5,5,5,30,17,4,5,10000,1536,0,0,0,7,7,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,25,3302000,3361999,3302.000,3362.000,afdb,2,2,ARR,ARR,1,-28193242,-62071739,-24514919,-72184604,5,0,3,0,0,0,0,3,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,5,0,0,0,0,0,8,0,0,7,0,0,0,0,0,5,0,0,5,3,0,3,3,3,30,14,4,3,10000,2560,0,0,0,5,5,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,26,3362000,3421999,3362.000,3422.000,afdb,2,2,ARR,ARR,1,-9752261,-69593815,-392839,-106781938,4,0,2,0,0,0,0,2,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,0,0,0,0,0,7,0,0,5,0,0,0,0,0,4,0,0,4,2,0,2,2,2,30,9,4,2,10000,3840,0,0,0,4,4,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,27,3422000,3481999,3422.000,3482.000,afdb,2,2,ARR,ARR,1,-9752261,-69593815,-392839,-106781938,4,0,2,0,0,0,0,2,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,0,0,0,0,0,16,0,0,7,0,0,0,0,0,4,0,0,4,2,0,2,2,2,30,13,4,2,10000,3840,0,0,0,4,4,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,28,3482000,3541999,3482.000,3542.000,afdb,2,2,ARR,ARR,1,-9752261,-69593815,-392839,-106781938,4,0,2,0,0,0,0,2,30,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,0,0,0,0,0,7,0,0,7,0,0,0,0,0,4,0,0,4,2,0,2,2,2,30,11,4,2,10000,3840,0,0,0,4,4,0,120,train
45,train,AFF,3,07162,1,18,train/AFF/07162/07162_30min_w001.mem,1802000,3601999,29,3542000,3601999,3542.000,3602.000,afdb,2,2,ARR,ARR,1,-11804588,-69838286,-1053807,-104219470,5,0,3,0,0,0,0,3,45,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,0,0,0,0,0,3,0,0,9,0,0,0,0,0,5,0,0,5,3,0,3,3,3,45,12,4,3,10000,3840,0,0,0,6,6,0,120,train
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,0,5402000,5461999,5402.000,5462.000,afdb,2,2,ARR,ARR,1,-29579553,-77214028,17749150,-98658345,12,0,10,0,0,0,0,10,135,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,4,12,0,0,0,0,0,26,0,1,17,0,0,0,0,0,12,0,0,12,6,4,10,10,10,135,32,4,10,10000,3456,0,0,0,23,23,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,1,5462000,5521999,5462.000,5522.000,afdb,0,0,NSR,NSR,1,-19963284,-25351291,-24783710,-122011610,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,2,8,0,0,0,0,0,4,0,0,4,2,0,2,2,2,0,9,4,2,10000,0,0,0,0,2,2,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,2,5522000,5581999,5522.000,5582.000,afdb,1,1,CHF,CHF,1,-22809992,6823658,-26366328,-153763111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,3,5582000,5641999,5582.000,5642.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,4,5642000,5701999,5642.000,5702.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,5,5702000,5761999,5702.000,5762.000,afdb,1,1,CHF,CHF,1,-22879598,6916473,-26469178,-153632669,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,6,5762000,5821999,5762.000,5822.000,afdb,2,2,ARR,ARR,1,-16528727,-69262426,-3533052,-98349787,8,0,6,0,0,0,0,6,75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,8,0,0,0,0,0,8,0,0,12,0,0,0,0,0,8,0,0,8,5,0,6,6,6,75,19,4,6,10000,3200,0,0,0,11,11,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,7,5822000,5881999,5822.000,5882.000,afdb,2,2,ARR,ARR,1,-30014106,-61021336,-11168312,-85534483,4,0,2,0,0,0,0,2,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,0,0,0,0,0,7,0,0,4,0,0,0,0,0,4,0,0,4,2,0,2,2,2,15,9,4,2,10000,1920,0,0,0,3,3,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,8,5882000,5941999,5882.000,5942.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,9,5942000,6001999,5942.000,6002.000,afdb,2,2,ARR,ARR,1,-7699934,-69349344,268129,-109344406,3,0,1,0,0,0,0,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,0,0,0,0,0,4,0,0,5,0,0,0,0,0,3,0,0,3,1,0,1,1,1,15,8,4,1,10000,3840,0,0,0,2,2,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,10,6002000,6061999,6002.000,6062.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,11,6062000,6121999,6062.000,6122.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,12,6122000,6181999,6122.000,6182.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,13,6182000,6241999,6182.000,6242.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,14,6242000,6301999,6242.000,6302.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,15,6302000,6361999,6302.000,6362.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,16,6362000,6421999,6362.000,6422.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,17,6422000,6481999,6422.000,6482.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,121,val
46,train,AFF,3,07162,3,19,val/AFF/07162/07162_30min_w003.mem,5402000,7201999,18,6482000,6541999,6482.000,6542.000,afdb,1,1,CHF,CHF,1,-22740386,6730843,-26263478,-153893553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,121,val
